,QuestionID,Question Text,Emotion Label,Form,AbsoluteRelevance,inip,endp
0,53275683,"""I want to draw lines around face (including forehead) and cut that face out from the image. Can I use Google Vision API to realize my goal? I have tested Google Vision API to detect face in some images, and it only returns the bounding poly (the rectangle area) around the face, the landmarks and face expression. It cannot detects the coordinates of outline around face. How to do that with Vision API? If Vision API cannot do it, than what library should I use?""",Trust,landmarks,1,284,292
0,56405595,"""I want to send the image up on azure face api but it is straightforward to convert the image file to base64 and cannot send requests.this is code request azure face api,running python but code show errorthis is error ""{""error"": {""code"": ""InvalidURL"", ""message"": ""Invalid image URL.""}}""this is correct [{""faceId"": ""f9fd11a4-8855-4304-af98-f200afcae843"", ""faceRectangle"": {""top"": 621, ""left"": 616, ""width"": 195, ""height"": 195}, ""faceAttributes"": {""smile"": 0.0, ""headPose"": {""pitch"": -11.4, ""roll"": 7.7, ""yaw"": 5.3}, ""gender"": ""male"", ""age"": 29.0, ""facialHair"": {""moustache"": 0.4, ""beard"": 0.4, ""sideburns"": 0.1}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.0, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.0, ""neutral"": 0.999, ""sadness"": 0.001, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.89}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.51}, ""noise"": {""noiseLevel"": ""medium"", ""value"": 0.59}, ""makeup"": {""eyeMakeup"": true, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.04, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.98}, {""color"": ""brown"", ""confidence"": 0.87}, {""color"": ""gray"", ""confidence"": 0.85}, {""color"": ""other"", ""confidence"": 0.25}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.02}]}}}, {""faceId"": ""6c83b2c8-2cdc-43ea-994c-840932601b1d"", ""faceRectangle"": {""top"": 693, ""left"": 1503, ""width"": 180, ""height"": 180}, ""faceAttributes"": {""smile"": 0.003, ""headPose"": {""pitch"": -9.0, ""roll"": -0.5, ""yaw"": -1.5}, ""gender"": ""female"", ""age"": 58.0, ""facialHair"": {""moustache"": 0.0, ""beard"": 0.0, ""sideburns"": 0.0}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.001, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.003, ""neutral"": 0.984, ""sadness"": 0.011, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.83}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.41}, ""noise"": {""noiseLevel"": ""high"", ""value"": 0.76}, ""makeup"": {""eyeMakeup"": false, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.06, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.99}, {""color"": ""gray"", ""confidence"": 0.89}, {""color"": ""other"", ""confidence"": 0.64}, {""color"": ""brown"", ""confidence"": 0.34}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.03}]}}}]""",Anger,anger,2,649,653
1,56405595,"""I want to send the image up on azure face api but it is straightforward to convert the image file to base64 and cannot send requests.this is code request azure face api,running python but code show errorthis is error ""{""error"": {""code"": ""InvalidURL"", ""message"": ""Invalid image URL.""}}""this is correct [{""faceId"": ""f9fd11a4-8855-4304-af98-f200afcae843"", ""faceRectangle"": {""top"": 621, ""left"": 616, ""width"": 195, ""height"": 195}, ""faceAttributes"": {""smile"": 0.0, ""headPose"": {""pitch"": -11.4, ""roll"": 7.7, ""yaw"": 5.3}, ""gender"": ""male"", ""age"": 29.0, ""facialHair"": {""moustache"": 0.4, ""beard"": 0.4, ""sideburns"": 0.1}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.0, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.0, ""neutral"": 0.999, ""sadness"": 0.001, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.89}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.51}, ""noise"": {""noiseLevel"": ""medium"", ""value"": 0.59}, ""makeup"": {""eyeMakeup"": true, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.04, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.98}, {""color"": ""brown"", ""confidence"": 0.87}, {""color"": ""gray"", ""confidence"": 0.85}, {""color"": ""other"", ""confidence"": 0.25}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.02}]}}}, {""faceId"": ""6c83b2c8-2cdc-43ea-994c-840932601b1d"", ""faceRectangle"": {""top"": 693, ""left"": 1503, ""width"": 180, ""height"": 180}, ""faceAttributes"": {""smile"": 0.003, ""headPose"": {""pitch"": -9.0, ""roll"": -0.5, ""yaw"": -1.5}, ""gender"": ""female"", ""age"": 58.0, ""facialHair"": {""moustache"": 0.0, ""beard"": 0.0, ""sideburns"": 0.0}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.001, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.003, ""neutral"": 0.984, ""sadness"": 0.011, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.83}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.41}, ""noise"": {""noiseLevel"": ""high"", ""value"": 0.76}, ""makeup"": {""eyeMakeup"": false, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.06, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.99}, {""color"": ""gray"", ""confidence"": 0.89}, {""color"": ""other"", ""confidence"": 0.64}, {""color"": ""brown"", ""confidence"": 0.34}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.03}]}}}]""",Anger,anger,2,1746,1750
0,56405595,"""I want to send the image up on azure face api but it is straightforward to convert the image file to base64 and cannot send requests.this is code request azure face api,running python but code show errorthis is error ""{""error"": {""code"": ""InvalidURL"", ""message"": ""Invalid image URL.""}}""this is correct [{""faceId"": ""f9fd11a4-8855-4304-af98-f200afcae843"", ""faceRectangle"": {""top"": 621, ""left"": 616, ""width"": 195, ""height"": 195}, ""faceAttributes"": {""smile"": 0.0, ""headPose"": {""pitch"": -11.4, ""roll"": 7.7, ""yaw"": 5.3}, ""gender"": ""male"", ""age"": 29.0, ""facialHair"": {""moustache"": 0.4, ""beard"": 0.4, ""sideburns"": 0.1}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.0, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.0, ""neutral"": 0.999, ""sadness"": 0.001, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.89}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.51}, ""noise"": {""noiseLevel"": ""medium"", ""value"": 0.59}, ""makeup"": {""eyeMakeup"": true, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.04, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.98}, {""color"": ""brown"", ""confidence"": 0.87}, {""color"": ""gray"", ""confidence"": 0.85}, {""color"": ""other"", ""confidence"": 0.25}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.02}]}}}, {""faceId"": ""6c83b2c8-2cdc-43ea-994c-840932601b1d"", ""faceRectangle"": {""top"": 693, ""left"": 1503, ""width"": 180, ""height"": 180}, ""faceAttributes"": {""smile"": 0.003, ""headPose"": {""pitch"": -9.0, ""roll"": -0.5, ""yaw"": -1.5}, ""gender"": ""female"", ""age"": 58.0, ""facialHair"": {""moustache"": 0.0, ""beard"": 0.0, ""sideburns"": 0.0}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.001, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.003, ""neutral"": 0.984, ""sadness"": 0.011, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.83}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.41}, ""noise"": {""noiseLevel"": ""high"", ""value"": 0.76}, ""makeup"": {""eyeMakeup"": false, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.06, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.99}, {""color"": ""gray"", ""confidence"": 0.89}, {""color"": ""other"", ""confidence"": 0.64}, {""color"": ""brown"", ""confidence"": 0.34}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.03}]}}}]""",Anger,contempt,2,663,670
1,56405595,"""I want to send the image up on azure face api but it is straightforward to convert the image file to base64 and cannot send requests.this is code request azure face api,running python but code show errorthis is error ""{""error"": {""code"": ""InvalidURL"", ""message"": ""Invalid image URL.""}}""this is correct [{""faceId"": ""f9fd11a4-8855-4304-af98-f200afcae843"", ""faceRectangle"": {""top"": 621, ""left"": 616, ""width"": 195, ""height"": 195}, ""faceAttributes"": {""smile"": 0.0, ""headPose"": {""pitch"": -11.4, ""roll"": 7.7, ""yaw"": 5.3}, ""gender"": ""male"", ""age"": 29.0, ""facialHair"": {""moustache"": 0.4, ""beard"": 0.4, ""sideburns"": 0.1}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.0, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.0, ""neutral"": 0.999, ""sadness"": 0.001, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.89}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.51}, ""noise"": {""noiseLevel"": ""medium"", ""value"": 0.59}, ""makeup"": {""eyeMakeup"": true, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.04, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.98}, {""color"": ""brown"", ""confidence"": 0.87}, {""color"": ""gray"", ""confidence"": 0.85}, {""color"": ""other"", ""confidence"": 0.25}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.02}]}}}, {""faceId"": ""6c83b2c8-2cdc-43ea-994c-840932601b1d"", ""faceRectangle"": {""top"": 693, ""left"": 1503, ""width"": 180, ""height"": 180}, ""faceAttributes"": {""smile"": 0.003, ""headPose"": {""pitch"": -9.0, ""roll"": -0.5, ""yaw"": -1.5}, ""gender"": ""female"", ""age"": 58.0, ""facialHair"": {""moustache"": 0.0, ""beard"": 0.0, ""sideburns"": 0.0}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.001, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.003, ""neutral"": 0.984, ""sadness"": 0.011, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.83}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.41}, ""noise"": {""noiseLevel"": ""high"", ""value"": 0.76}, ""makeup"": {""eyeMakeup"": false, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.06, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.99}, {""color"": ""gray"", ""confidence"": 0.89}, {""color"": ""other"", ""confidence"": 0.64}, {""color"": ""brown"", ""confidence"": 0.34}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.03}]}}}]""",Anger,contempt,2,1760,1767
0,56405595,"""I want to send the image up on azure face api but it is straightforward to convert the image file to base64 and cannot send requests.this is code request azure face api,running python but code show errorthis is error ""{""error"": {""code"": ""InvalidURL"", ""message"": ""Invalid image URL.""}}""this is correct [{""faceId"": ""f9fd11a4-8855-4304-af98-f200afcae843"", ""faceRectangle"": {""top"": 621, ""left"": 616, ""width"": 195, ""height"": 195}, ""faceAttributes"": {""smile"": 0.0, ""headPose"": {""pitch"": -11.4, ""roll"": 7.7, ""yaw"": 5.3}, ""gender"": ""male"", ""age"": 29.0, ""facialHair"": {""moustache"": 0.4, ""beard"": 0.4, ""sideburns"": 0.1}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.0, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.0, ""neutral"": 0.999, ""sadness"": 0.001, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.89}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.51}, ""noise"": {""noiseLevel"": ""medium"", ""value"": 0.59}, ""makeup"": {""eyeMakeup"": true, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.04, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.98}, {""color"": ""brown"", ""confidence"": 0.87}, {""color"": ""gray"", ""confidence"": 0.85}, {""color"": ""other"", ""confidence"": 0.25}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.02}]}}}, {""faceId"": ""6c83b2c8-2cdc-43ea-994c-840932601b1d"", ""faceRectangle"": {""top"": 693, ""left"": 1503, ""width"": 180, ""height"": 180}, ""faceAttributes"": {""smile"": 0.003, ""headPose"": {""pitch"": -9.0, ""roll"": -0.5, ""yaw"": -1.5}, ""gender"": ""female"", ""age"": 58.0, ""facialHair"": {""moustache"": 0.0, ""beard"": 0.0, ""sideburns"": 0.0}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.001, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.003, ""neutral"": 0.984, ""sadness"": 0.011, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.83}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.41}, ""noise"": {""noiseLevel"": ""high"", ""value"": 0.76}, ""makeup"": {""eyeMakeup"": false, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.06, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.99}, {""color"": ""gray"", ""confidence"": 0.89}, {""color"": ""other"", ""confidence"": 0.64}, {""color"": ""brown"", ""confidence"": 0.34}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.03}]}}}]""",Disgust,contempt,2,663,670
1,56405595,"""I want to send the image up on azure face api but it is straightforward to convert the image file to base64 and cannot send requests.this is code request azure face api,running python but code show errorthis is error ""{""error"": {""code"": ""InvalidURL"", ""message"": ""Invalid image URL.""}}""this is correct [{""faceId"": ""f9fd11a4-8855-4304-af98-f200afcae843"", ""faceRectangle"": {""top"": 621, ""left"": 616, ""width"": 195, ""height"": 195}, ""faceAttributes"": {""smile"": 0.0, ""headPose"": {""pitch"": -11.4, ""roll"": 7.7, ""yaw"": 5.3}, ""gender"": ""male"", ""age"": 29.0, ""facialHair"": {""moustache"": 0.4, ""beard"": 0.4, ""sideburns"": 0.1}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.0, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.0, ""neutral"": 0.999, ""sadness"": 0.001, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.89}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.51}, ""noise"": {""noiseLevel"": ""medium"", ""value"": 0.59}, ""makeup"": {""eyeMakeup"": true, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.04, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.98}, {""color"": ""brown"", ""confidence"": 0.87}, {""color"": ""gray"", ""confidence"": 0.85}, {""color"": ""other"", ""confidence"": 0.25}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.02}]}}}, {""faceId"": ""6c83b2c8-2cdc-43ea-994c-840932601b1d"", ""faceRectangle"": {""top"": 693, ""left"": 1503, ""width"": 180, ""height"": 180}, ""faceAttributes"": {""smile"": 0.003, ""headPose"": {""pitch"": -9.0, ""roll"": -0.5, ""yaw"": -1.5}, ""gender"": ""female"", ""age"": 58.0, ""facialHair"": {""moustache"": 0.0, ""beard"": 0.0, ""sideburns"": 0.0}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.001, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.003, ""neutral"": 0.984, ""sadness"": 0.011, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.83}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.41}, ""noise"": {""noiseLevel"": ""high"", ""value"": 0.76}, ""makeup"": {""eyeMakeup"": false, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.06, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.99}, {""color"": ""gray"", ""confidence"": 0.89}, {""color"": ""other"", ""confidence"": 0.64}, {""color"": ""brown"", ""confidence"": 0.34}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.03}]}}}]""",Disgust,contempt,2,1760,1767
0,56405595,"""I want to send the image up on azure face api but it is straightforward to convert the image file to base64 and cannot send requests.this is code request azure face api,running python but code show errorthis is error ""{""error"": {""code"": ""InvalidURL"", ""message"": ""Invalid image URL.""}}""this is correct [{""faceId"": ""f9fd11a4-8855-4304-af98-f200afcae843"", ""faceRectangle"": {""top"": 621, ""left"": 616, ""width"": 195, ""height"": 195}, ""faceAttributes"": {""smile"": 0.0, ""headPose"": {""pitch"": -11.4, ""roll"": 7.7, ""yaw"": 5.3}, ""gender"": ""male"", ""age"": 29.0, ""facialHair"": {""moustache"": 0.4, ""beard"": 0.4, ""sideburns"": 0.1}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.0, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.0, ""neutral"": 0.999, ""sadness"": 0.001, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.89}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.51}, ""noise"": {""noiseLevel"": ""medium"", ""value"": 0.59}, ""makeup"": {""eyeMakeup"": true, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.04, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.98}, {""color"": ""brown"", ""confidence"": 0.87}, {""color"": ""gray"", ""confidence"": 0.85}, {""color"": ""other"", ""confidence"": 0.25}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.02}]}}}, {""faceId"": ""6c83b2c8-2cdc-43ea-994c-840932601b1d"", ""faceRectangle"": {""top"": 693, ""left"": 1503, ""width"": 180, ""height"": 180}, ""faceAttributes"": {""smile"": 0.003, ""headPose"": {""pitch"": -9.0, ""roll"": -0.5, ""yaw"": -1.5}, ""gender"": ""female"", ""age"": 58.0, ""facialHair"": {""moustache"": 0.0, ""beard"": 0.0, ""sideburns"": 0.0}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.001, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.003, ""neutral"": 0.984, ""sadness"": 0.011, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.83}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.41}, ""noise"": {""noiseLevel"": ""high"", ""value"": 0.76}, ""makeup"": {""eyeMakeup"": false, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.06, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.99}, {""color"": ""gray"", ""confidence"": 0.89}, {""color"": ""other"", ""confidence"": 0.64}, {""color"": ""brown"", ""confidence"": 0.34}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.03}]}}}]""",Disgust,disgust,2,680,686
1,56405595,"""I want to send the image up on azure face api but it is straightforward to convert the image file to base64 and cannot send requests.this is code request azure face api,running python but code show errorthis is error ""{""error"": {""code"": ""InvalidURL"", ""message"": ""Invalid image URL.""}}""this is correct [{""faceId"": ""f9fd11a4-8855-4304-af98-f200afcae843"", ""faceRectangle"": {""top"": 621, ""left"": 616, ""width"": 195, ""height"": 195}, ""faceAttributes"": {""smile"": 0.0, ""headPose"": {""pitch"": -11.4, ""roll"": 7.7, ""yaw"": 5.3}, ""gender"": ""male"", ""age"": 29.0, ""facialHair"": {""moustache"": 0.4, ""beard"": 0.4, ""sideburns"": 0.1}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.0, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.0, ""neutral"": 0.999, ""sadness"": 0.001, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.89}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.51}, ""noise"": {""noiseLevel"": ""medium"", ""value"": 0.59}, ""makeup"": {""eyeMakeup"": true, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.04, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.98}, {""color"": ""brown"", ""confidence"": 0.87}, {""color"": ""gray"", ""confidence"": 0.85}, {""color"": ""other"", ""confidence"": 0.25}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.02}]}}}, {""faceId"": ""6c83b2c8-2cdc-43ea-994c-840932601b1d"", ""faceRectangle"": {""top"": 693, ""left"": 1503, ""width"": 180, ""height"": 180}, ""faceAttributes"": {""smile"": 0.003, ""headPose"": {""pitch"": -9.0, ""roll"": -0.5, ""yaw"": -1.5}, ""gender"": ""female"", ""age"": 58.0, ""facialHair"": {""moustache"": 0.0, ""beard"": 0.0, ""sideburns"": 0.0}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.001, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.003, ""neutral"": 0.984, ""sadness"": 0.011, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.83}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.41}, ""noise"": {""noiseLevel"": ""high"", ""value"": 0.76}, ""makeup"": {""eyeMakeup"": false, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.06, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.99}, {""color"": ""gray"", ""confidence"": 0.89}, {""color"": ""other"", ""confidence"": 0.64}, {""color"": ""brown"", ""confidence"": 0.34}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.03}]}}}]""",Disgust,disgust,2,1779,1785
0,56405595,"""I want to send the image up on azure face api but it is straightforward to convert the image file to base64 and cannot send requests.this is code request azure face api,running python but code show errorthis is error ""{""error"": {""code"": ""InvalidURL"", ""message"": ""Invalid image URL.""}}""this is correct [{""faceId"": ""f9fd11a4-8855-4304-af98-f200afcae843"", ""faceRectangle"": {""top"": 621, ""left"": 616, ""width"": 195, ""height"": 195}, ""faceAttributes"": {""smile"": 0.0, ""headPose"": {""pitch"": -11.4, ""roll"": 7.7, ""yaw"": 5.3}, ""gender"": ""male"", ""age"": 29.0, ""facialHair"": {""moustache"": 0.4, ""beard"": 0.4, ""sideburns"": 0.1}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.0, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.0, ""neutral"": 0.999, ""sadness"": 0.001, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.89}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.51}, ""noise"": {""noiseLevel"": ""medium"", ""value"": 0.59}, ""makeup"": {""eyeMakeup"": true, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.04, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.98}, {""color"": ""brown"", ""confidence"": 0.87}, {""color"": ""gray"", ""confidence"": 0.85}, {""color"": ""other"", ""confidence"": 0.25}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.02}]}}}, {""faceId"": ""6c83b2c8-2cdc-43ea-994c-840932601b1d"", ""faceRectangle"": {""top"": 693, ""left"": 1503, ""width"": 180, ""height"": 180}, ""faceAttributes"": {""smile"": 0.003, ""headPose"": {""pitch"": -9.0, ""roll"": -0.5, ""yaw"": -1.5}, ""gender"": ""female"", ""age"": 58.0, ""facialHair"": {""moustache"": 0.0, ""beard"": 0.0, ""sideburns"": 0.0}, ""glasses"": ""NoGlasses"", ""emotion"": {""anger"": 0.0, ""contempt"": 0.001, ""disgust"": 0.0, ""fear"": 0.0, ""happiness"": 0.003, ""neutral"": 0.984, ""sadness"": 0.011, ""surprise"": 0.0}, ""blur"": {""blurLevel"": ""high"", ""value"": 0.83}, ""exposure"": {""exposureLevel"": ""goodExposure"", ""value"": 0.41}, ""noise"": {""noiseLevel"": ""high"", ""value"": 0.76}, ""makeup"": {""eyeMakeup"": false, ""lipMakeup"": false}, ""accessories"": [], ""occlusion"": {""foreheadOccluded"": false, ""eyeOccluded"": false, ""mouthOccluded"": false}, ""hair"": {""bald"": 0.06, ""invisible"": false, ""hairColor"": [{""color"": ""black"", ""confidence"": 0.99}, {""color"": ""gray"", ""confidence"": 0.89}, {""color"": ""other"", ""confidence"": 0.64}, {""color"": ""brown"", ""confidence"": 0.34}, {""color"": ""blond"", ""confidence"": 0.07}, {""color"": ""red"", ""confidence"": 0.03}]}}}]""",Sadness,Invalid,1,264,270
